entity,crop,relation
莲缢管蚜,川泽泻,危害
莲缢管蚜,慈姑,危害
莲潜叶摇蚊,荷花,危害
莲潜叶摇蚊,花莲,危害
莲潜叶摇蚊,藕莲,危害
莲潜叶摇蚊,碗莲,危害
莲潜叶摇蚊,子莲,危害
茭白纹枯病,茭白,危害
茭白瘟病,茭白,危害
莲藕根金花虫,莲藕,危害
莲藕根金花虫,莼菜,危害
莲藕根金花虫,茭白,危害
莲藕根金花虫,水稻,危害
莲藕根金花虫,矮慈姑,危害
莲藕根金花虫,眼子菜,危害
莲藕根金花虫,鸭舌草,危害
莲藕根金花虫,长叶泽泻,危害
茭白胡麻斑病,茭白,危害
茭白黑粉病,茭白,危害
二化螟,水稻,危害
二化螟,茭白,危害
二化螟,玉米,危害
二化螟,甘蔗,危害
二化螟,小米,危害
二化螟,芦苇,危害
二化螟,蚕豆,危害
二化螟,油菜,危害
长绿飞虱,茭白,危害
长绿飞虱,野茭白,危害
长绿飞虱,水稻,危害
白背飞虱,水稻,危害
白背飞虱,小麦,危害
白背飞虱,玉米,危害
白背飞虱,甘蔗,危害
白背飞虱,高粱,危害
白背飞虱,茭白,危害
白背飞虱,游草,危害
白背飞虱,看麦娘,危害
灰飞虱,茭白,危害
灰飞虱,水稻,危害
灰飞虱,小麦,危害
灰飞虱,大麦,危害
灰飞虱,玉米,危害
灰飞虱,高粱,危害
灰飞虱,甘蔗,危害
灰飞虱,稗草,危害
黄色白禾螟,荸荠,危害
中华蚱蜢,高粱,危害
中华蚱蜢,小麦,危害
中华蚱蜢,水稻,危害
中华蚱蜢,棉花,危害
中华蚱蜢,杂草,危害
中华蚱蜢,甘薯,危害
中华蚱蜢,甘蔗,危害
中华蚱蜢,白菜,危害
中华蚱蜢,甘蓝,危害
中华蚱蜢,萝卜,危害
中华蚱蜢,豆类,危害
中华蚱蜢,茄子,危害
中华蚱蜢,马铃薯,危害
中华蚱蜢,蔬菜,危害
中华蚱蜢,花卉,危害
蘑菇褐斑病,蘑菇,危害
蘑菇猝倒病,蘑菇,危害
佛手瓜蔓枯病,佛手瓜,危害
佛手瓜叶点病,佛手瓜,危害
苦瓜白斑病,苦瓜,危害
苦瓜炭疽病,苦瓜,危害
苦瓜斑点病,苦瓜,危害
苦瓜疫病,苦瓜,危害
苦瓜枯萎病,苦瓜,危害
苦瓜猝倒病,苦瓜,危害
苦瓜菌核病,苦瓜,危害
苦瓜根结线虫病,苦瓜,危害
苦瓜细菌性角斑病,苦瓜,危害
苦瓜病毒病,苦瓜,危害
苦瓜根霉果腐病,苦瓜,危害
菜豆白绢病,菜豆,危害
菜豆炭腐病,菜豆,危害
菜豆灰霉病,菜豆,危害
菜豆轮纹病,菜豆,危害
菜豆锈病,菜豆,危害
菜豆炭疽病,菜豆,危害
菜豆黑斑病,菜豆,危害
菜豆菌核病,菜豆,危害
菜豆褐斑病,菜豆,危害
菜豆根腐病,菜豆,危害
菜豆细菌性疫病,菜豆,危害
菜豆细菌性晕疫病,菜豆,危害
菜豆花叶病,菜豆,危害
菜豆花叶病,豇豆,危害
菜豆花叶病,扁豆,危害
菜豆花叶病,刀豆,危害
菜豆花叶病,毛豆,危害
菜豆根霉软腐病,菜豆,危害
菜豆细菌性叶斑病,菜豆,危害
双线盗毒蛾,豇豆,危害
双线盗毒蛾,丝瓜,危害
双线盗毒蛾,辣椒,危害
双线盗毒蛾,菜豆,危害
双线盗毒蛾,甘薯,危害
稀点雪灯蛾,番茄,危害
稀点雪灯蛾,茄子,危害
稀点雪灯蛾,辣椒,危害
稀点雪灯蛾,玉米,危害
稀点雪灯蛾,棉花,危害
稀点雪灯蛾,花生,危害
稀点雪灯蛾,小麦,危害
稀点雪灯蛾,谷子,危害
稀点雪灯蛾,大豆,危害
稀点雪灯蛾,甘薯,危害
稀点雪灯蛾,瓜类,危害
稀点雪灯蛾,薄荷,危害
双斑萤叶甲,豆类,危害
双斑萤叶甲,胡萝卜,危害
双斑萤叶甲,十字花科,危害
双斑萤叶甲,蔬菜,危害
双斑萤叶甲,马铃薯,危害
双斑萤叶甲,苜蓿,危害
双斑萤叶甲,花生,危害
双斑萤叶甲,玉米,危害
双斑萤叶甲,高粱,危害
斑鞘豆叶甲,大豆,危害
斑鞘豆叶甲,苹果,危害
斑鞘豆叶甲,白三叶草,危害
端大蓟马,花生,危害
端大蓟马,苜蓿,危害
端大蓟马,红花草,危害
端大蓟马,紫云英,危害
端大蓟马,苕子,危害
端大蓟马,猪屎豆,危害
端大蓟马,柽麻,危害
端大蓟马,小麦,危害
端大蓟马,水稻,危害
豆叶螨,菜豆,危害
豆叶螨,大豆,危害
截形叶螨,黄瓜,危害
截形叶螨,菜豆,危害
截形叶螨,茄子,危害
截形叶螨,玉米,危害
截形叶螨,大豆,危害
截形叶螨,棉花,危害
豇豆枯萎病,豇豆,危害
豇豆锈病,豇豆,危害
豇豆白粉病,豇豆,危害
豇豆白绢病,豇豆,危害
豇豆基腐病,豇豆,危害
豇豆根腐病,豇豆,危害
豇豆红斑病,豇豆,危害
豇豆根结线虫病,豇豆,危害
豇豆细菌性疫病,豇豆,危害
豇豆炭疽病,豇豆,危害
豇豆轮纹病,豇豆,危害
豇豆茎枯病,豇豆,危害
豇豆病毒病,豇豆,危害
毛豆锈病,毛豆,危害
毛豆叶斑病,毛豆,危害
红缘灯蛾,白菜,危害
红缘灯蛾,萝卜,危害
红缘灯蛾,菜豆,危害
红缘灯蛾,玉米,危害
美洲斑潜蝇,豇豆,危害
豆杆黑潜蝇,大豆,危害
筛豆龟蝽,菜豆,危害
筛豆龟蝽,扁豆,危害
筛豆龟蝽,大豆,危害
筛豆龟蝽,绿豆,危害
点蜂缘蝽,大豆,危害
点蜂缘蝽,花生,危害
点蜂缘蝽,芝麻,危害
点蜂缘蝽,蚕豆,危害
点蜂缘蝽,豇豆,危害
点蜂缘蝽,豌豆,危害
点蜂缘蝽,丝瓜,危害
点蜂缘蝽,白菜,危害
豆突眼长蝽,大豆,危害
豆突眼长蝽,绿豆,危害
豆突眼长蝽,豇豆,危害
豆突眼长蝽,菜豆,危害
豆突眼长蝽,刀豆,危害
豆突眼长蝽,赤豆,危害
豆突眼长蝽,山绿豆,危害
二斑叶螨,棉花,危害
二斑叶螨,玉米,危害
二斑叶螨,小麦,危害
二斑叶螨,大豆,危害
二斑叶螨,高粱,危害
毛豆炭疽病,毛豆,危害
毛豆根腐病,毛豆,危害
毛豆荚枯病,毛豆,危害
毛豆赤霉病,毛豆,危害
毛豆枯萎病,毛豆,危害
毛豆细菌斑疹病,毛豆,危害
毛豆立枯病,毛豆,危害
毛豆轮纹病,毛豆,危害
毛豆白粉病,毛豆,危害
毛豆灰星病,毛豆,危害
毛豆茎枯病,毛豆,危害
毛豆菌核疫病,毛豆,危害
毛豆煤斑病,毛豆,危害
毛豆羞萎病,毛豆,危害
毛豆紫斑病,毛豆,危害
豌豆褐斑病,豌豆,危害
豌豆褐纹病,豌豆,危害
豌豆白粉病,豌豆,危害
豌豆基腐病,豌豆,危害
西葫芦灰霉病,西葫芦,危害
西葫芦枯萎病,西葫芦,危害
西葫芦病毒病,西葫芦,危害
西葫芦日灼病,西葫芦,危害
冬瓜白粉病,冬瓜,危害
冬瓜霜霉病,冬瓜,危害
冬瓜枯萎病,冬瓜,危害
冬瓜蔓枯病,冬瓜,危害
冬瓜绵腐病,冬瓜,危害
冬瓜细菌性角斑病,冬瓜细,危害
冬瓜细菌性角斑病,冬瓜,危害
冬瓜细菌性角斑病,节瓜,危害
冬瓜细菌性角斑病,葫芦,危害
冬瓜细菌性角斑病,西葫芦,危害
冬瓜细菌性角斑病,丝瓜,危害
冬瓜细菌性角斑病,甜瓜,危害
冬瓜细菌性角斑病,西瓜,危害
冬瓜细菌性角斑病,笋瓜,危害
冬瓜软腐病,冬瓜软,危害
冬瓜软腐病,冬瓜,危害
冬瓜软腐病,节瓜,危害
冬瓜软腐病,十字花科,危害
冬瓜软腐病,茄科蔬菜,危害
冬瓜软腐病,芹菜,危害
冬瓜软腐病,莴苣,危害
冬瓜(叶点霉)叶斑病,冬瓜,危害
冬瓜病毒病,冬瓜,危害
冬瓜病毒病,黄瓜,危害
冬瓜绵疫病,冬瓜,危害
冬瓜菌核病,冬瓜,危害
黄蓟马,蔬菜,危害
黄蓟马,大豆,危害
黄蓟马,瓜类,危害
黄蓟马,茄子,危害
黄蓟马,油菜,危害
黄蓟马,棉花,危害
黄蓟马,甘薯,危害
黄蓟马,玉米,危害
黄蓟马,百合,危害
黄蓟马,紫云英,危害
瓠瓜霜霉病,瓠瓜,危害
瓠瓜白粉病,瓠瓜,危害
瓠瓜炭疽病,瓠瓜,危害
瓠瓜灰霉病,瓠瓜,危害
瓠瓜枯萎病,瓠瓜,危害
瓠瓜褐腐病,瓠瓜,危害
瓠瓜细菌性角斑病,葫芦,危害
瓠瓜细菌性角斑病,西葫芦,危害
瓠瓜细菌性角斑病,冬瓜,危害
瓠瓜细菌性角斑病,节瓜,危害
瓠瓜细菌性角斑病,丝瓜,危害
瓠瓜细菌性角斑病,甜瓜,危害
瓠瓜细菌性角斑病,西瓜,危害
瓠瓜细菌性角斑病,笋瓜,危害
瓠瓜煤污病,瓠瓜,危害
丝瓜霜霉病,丝瓜,危害
丝瓜白粉病,丝瓜,危害
丝瓜白斑病,丝瓜,危害
丝瓜病毒病,丝瓜,危害
丝瓜褐斑病,丝瓜,危害
丝瓜轮纹斑病,柑桔,危害
丝瓜轮纹斑病,苹果,危害
丝瓜轮纹斑病,三叶胶,危害
丝瓜果腐病,瓜果,危害
丝瓜根结线虫病,丝瓜,危害
丝瓜化瓜,丝瓜,危害
节瓜蓟马,节瓜,危害
节瓜蓟马,冬瓜,危害
节瓜蓟马,黄瓜,危害
节瓜蓟马,番茄,危害
节瓜蓟马,菠菜,危害
节瓜蓟马,豆类,危害
南瓜疫病,南瓜,危害
南瓜白粉病,南瓜,危害
南瓜白绢病,南瓜,危害
南瓜病毒病,南瓜,危害
南瓜斑点病,南瓜,危害
南瓜霜霉病,南瓜,危害
南瓜炭疽病,南瓜,危害
南瓜根结线虫病,南瓜,危害
南瓜根霉果腐病,南瓜,危害
南瓜褐腐病,南瓜,危害
南瓜银叶病,南瓜,危害
南瓜化瓜,南瓜,危害
飞碟瓜病毒病,飞碟瓜,危害
飞碟瓜根霉果腐病,飞碟瓜,危害
飞碟瓜褐腐病,飞碟瓜,危害
飞碟瓜灰霉病,飞碟瓜,危害
飞碟瓜枯萎病,飞碟瓜,危害
飞碟瓜蔓枯病,飞碟瓜,危害
飞碟瓜脐腐病,飞碟瓜,危害
飞碟瓜化瓜,飞碟瓜,危害
佛手瓜白粉病,佛手瓜,危害
佛手瓜枯萎病,佛手瓜,危害
辣椒枯萎病,辣椒,危害
辣椒猝倒病,辣椒,危害
辣椒立枯病,辣椒,危害
辣椒根腐病,辣椒,危害
辣椒细菌性叶斑病,辣椒,危害
辣椒青枯病,辣椒,危害
辣椒疮痂病,辣椒,危害
辣椒病毒病,辣椒,危害
辣椒叶枯病,辣椒,危害
辣椒白斑病,辣椒,危害
茄无网蚜,茄科植物,危害
茄无网蚜,豆类,危害
茄无网蚜,甜菜,危害
辣椒实蝇,辣椒,危害
辣椒实蝇,茄子,危害
辣椒实蝇,番茄,危害
辣椒实蝇,黄瓜,危害
辣椒实蝇,蛇瓜,危害
辣椒实蝇,苹果,危害
辣椒实蝇,香蕉,危害
辣椒实蝇,洋桃,危害
辣椒实蝇,咖啡,危害
辣椒实蝇,番石榴,危害
辣椒实蝇,荔枝,危害
辣椒实蝇,芒果,危害
辣椒实蝇,甜橙,危害
桃蚜,油菜,危害
桃蚜,白菜,危害
桃蚜,十字花科植物,危害
桃蚜,马铃薯,危害
桃蚜,烟草,危害
桃蚜,菠菜,危害
桃蚜,桃树,危害
桃蚜,李树,危害
桃蚜,枸杞,危害
小绿叶蝉,棉花,危害
小绿叶蝉,菜豆,危害
小绿叶蝉,十字花科蔬菜,危害
小绿叶蝉,甜菜,危害
茄子早疫病,茄子,危害
朱砂叶螨,花生,危害
茄子褐纹病,茄子,危害
茄子叶霉病,茄子,危害
茄子灰霉病,茄子,危害
茄子菌核病,茄子,危害
茄子褐色圆星病,茄子,危害
茄子绵疫病,茄子,危害
茄子根腐病,茄子,危害
茄子黄萎病,茄子,危害
茄子青枯病,茄子,危害
茄子软腐病,茄子,危害
茄根结线虫病,茄子,危害
茄根结线虫病,黄瓜,危害
茄根结线虫病,甜瓜,危害
茄根结线虫病,南瓜,危害
茄根结线虫病,番茄,危害
茄根结线虫病,胡萝卜,危害
茄子细轮纹病,茄子,危害
茄子裂果,茄子,危害
茄子落花,茄子,危害
茄子僵果,茄子,危害
茄子畸形果,茄子,危害
茄黄斑螟,茄子,危害
茄黄斑螟,辣椒,危害
茄二十八星瓢虫,茄子,危害
茄二十八星瓢虫,番茄,危害
茄二十八星瓢虫,青椒,危害
茄二十八星瓢虫,马铃薯,危害
茄二十八星瓢虫,葫芦科,危害
茄二十八星瓢虫,豆类,危害
茄二十八星瓢虫,瓜类,危害
茄二十八星瓢虫,玉米,危害
茄二十八星瓢虫,白菜,危害
茄二十八星瓢虫,黄瓜,危害
茄二十八星瓢虫,冬瓜,危害
茄二十八星瓢虫,丝瓜,危害
苜蓿夜蛾,亚麻,危害
苜蓿夜蛾,烟草,危害
苜蓿夜蛾,番茄,危害
苜蓿夜蛾,马铃薯,危害
苜蓿夜蛾,豌豆,危害
苜蓿夜蛾,大豆,危害
苜蓿夜蛾,苜蓿,危害
苜蓿夜蛾,甜菜,危害
苜蓿夜蛾,甘薯,危害
苜蓿夜蛾,玉米,危害
苜蓿夜蛾,花生,危害
大造桥虫,棉花,危害
大造桥虫,豆类,危害
大造桥虫,茄子,危害
大造桥虫,青椒,危害
大造桥虫,白菜,危害
大造桥虫,柑橘,危害
黄领麻纹灯蛾,茄子,危害
黄领麻纹灯蛾,菊芋,危害
黄领麻纹灯蛾,薄荷,危害
黄领麻纹灯蛾,草莓,危害
黄瓜叶斑病,黄瓜,危害
黄瓜叶斑病,西瓜,危害
黄瓜叶斑病,甜瓜,危害
黄瓜叶斑病,冬瓜,危害
黄瓜疫病,黄瓜,危害
黄瓜黑星病,黄瓜,危害
黄瓜黑斑病,黄瓜,危害
黄瓜红粉病,黄瓜,危害
黄瓜枯萎病,瓜类蔬菜,危害
黄瓜细菌性角斑病,黄瓜,危害
黄瓜根结线虫病,黄瓜,危害
黄瓜炭疽病,黄瓜,危害
黄瓜灰霉病,黄瓜,危害
黄瓜病毒病,黄瓜,危害
黄瓜软腐病,黄瓜,危害
西葫芦黑星病,西葫芦,危害
西葫芦白粉病,西葫芦,危害
西葫芦炭疽病,西葫芦,危害
蕹菜细菌性叶枯病,蕹菜,危害
甘薯麦蛾,蕹菜,危害
甘薯麦蛾,甘薯,危害
甘薯天蛾,甘薯,危害
甘薯天蛾,蕹菜,危害
甘薯天蛾,牵牛花,危害
甘薯天蛾,月光花,危害
甘薯天蛾,芋艿,危害
甘薯天蛾,葡萄,危害
甘薯天蛾,楸树,危害
甘薯天蛾,扁豆,危害
甘薯天蛾,赤小豆,危害
甘薯肖叶甲,甘薯,危害
甘薯肖叶甲,蕹菜,危害
甘薯肖叶甲,小旋花,危害
茴香菌核病,茴香,危害
茴香霜霉病,茴香,危害
茴香病毒病,茴香,危害
茴香凤蝶,茴香,危害
茴香凤蝶,胡萝卜,危害
茴香凤蝶,芹菜,危害
赤条蝽,胡萝卜,危害
赤条蝽,白菜,危害
赤条蝽,萝卜,危害
赤条蝽,茴香,危害
赤条蝽,洋葱,危害
茼蒿叶枯病,茼蒿,危害
茼蒿炭疽病,茼蒿,危害
茼蒿霜霉病,茼蒿,危害
茼蒿叶斑病,茼蒿,危害
茼蒿病毒病,茼蒿,危害
菜粉蝶,蔬菜,危害
菜粉蝶,油菜,危害
菜粉蝶,甘蓝,危害
菜粉蝶,花椰菜,危害
菜粉蝶,白菜,危害
菜螟,白菜,危害
菜螟,甘蓝,危害
菜螟,花椰菜,危害
菜螟,萝卜,危害
小菜蛾,甘蓝,危害
小菜蛾,花椰菜,危害
小菜蛾,白菜,危害
小菜蛾,油菜,危害
小菜蛾,萝卜,危害
小菜蛾,十字花科,危害
小菜蛾,马铃薯,危害
小菜蛾,番茄,危害
香芹花叶病,香芹,危害
香芹软腐病,香芹,危害
香芹斑枯病,香芹,危害
香芹叶斑病,香芹,危害
香芹根腐病,香芹,危害
芫荽立枯病,芫荽,危害
芫荽灰霉病,芫荽,危害
香芹根结线虫病,香芹,危害
芫荽菌核病,芫荽,危害
芫荽株腐病,芫荽,危害
芫荽软腐病,芫荽,危害
小地老虎,蔬菜,危害
叶芥菜黑斑病,叶芥菜,危害
叶芥菜黑腐病,叶芥菜,危害
叶芥菜霜霉病,叶芥菜,危害
番茄早疫病,番茄,危害
番茄晚疫病,番茄,危害
番茄叶霉病,番茄,危害
番茄灰叶斑病,番茄,危害
番茄灰斑病,番茄,危害
番茄煤污病,番茄,危害
番茄白粉病,番茄,危害
番茄斑枯病,番茄,危害
番茄煤霉病,番茄,危害
番茄芝麻斑病,番茄,危害
番茄灰霉病,番茄,危害
番茄白绢病,番茄,危害
番茄黑斑病,番茄,危害
番茄假黑斑病,番茄,危害
番茄绵腐病,番茄,危害
番茄绵疫病,番茄,危害
番茄酸腐病,番茄,危害
番茄红粉病,番茄,危害
番茄立枯病,番茄,危害
番茄枯萎病,番茄,危害
番茄茎基腐病,番茄,危害
番茄丛枝病,番茄,危害
番茄菌核病,番茄,危害
番茄黄萎病,番茄,危害
番茄细菌性斑疹病,番茄,危害
番茄溃疡病,番茄,危害
番茄青枯病,番茄,危害
番茄疮痂病,番茄,危害
番茄条斑病毒病,番茄,危害
番茄斑萎病毒病,番茄,危害
番茄蕨叶病毒病,番茄,危害
番茄花叶病毒病,番茄,危害
番茄根结线虫病,番茄,危害
番茄果实牛眼腐病,番茄,危害
番茄脐腐病,番茄,危害
番茄筋腐病,番茄,危害
番茄圆纹病,番茄,危害
番茄根霉果腐病,番茄,危害
番茄青霉果腐病,番茄,危害
番茄裂果,番茄,危害
番茄顶裂果,番茄,危害
番茄空洞果,番茄,危害
辣椒绵腐病,辣椒,危害
辣椒褐腐病,辣椒,危害
番茄细菌性褐斑病,番茄,危害
辣椒白星病,辣椒,危害
辣椒疫病,辣椒,危害
辣椒早疫病,辣椒,危害
辣椒褐斑病,辣椒,危害
辣椒炭疽病,辣椒,危害
辣椒黑斑病,辣椒,危害
辣椒脐腐病,辣椒,危害
辣椒叶霉病,辣椒,危害
菠菜病毒病,菠菜,危害
菠菜矮花叶病,豆科,危害
菠菜矮花叶病,蚕豆,危害
菠菜矮花叶病,豌豆,危害
菠菜矮花叶病,豇豆,危害
菠菜矮花叶病,四季豆,危害
菠菜矮花叶病,藜科,危害
菠菜矮花叶病,菠菜,危害
菠菜矮花叶病,昆诺藜,危害
菠菜矮花叶病,苋色藜,危害
菠菜矮花叶病,甜菜,危害
桃蚜,蔬菜,危害
桃蚜,茄科,危害
桃蚜,十字花科,危害
桃蚜,豆科,危害
桃蚜,蔷薇科,危害
桃蚜,茄果,危害
蝼蛄,蔬菜,危害
芹菜斑枯病,芹菜,危害
芹菜早疫病,芹菜,危害
芹菜黑斑病,芹菜,危害
芹菜立枯病,芹菜,危害
芹菜灰霉病,芹菜,危害
芹菜菌核病,芹菜,危害
芹菜软腐病,芹菜,危害
芹菜根结线虫病,芹菜,危害
芹菜病毒病,芹菜,危害
芹菜叶斑病,芹菜,危害
胡萝卜微管蚜,金银花,危害
胡萝卜微管蚜,黄花,危害
胡萝卜微管蚜,忍冬,危害
胡萝卜微管蚜,金银木,危害
胡萝卜微管蚜,莺树,危害
胡萝卜微管蚜,芹菜,危害
胡萝卜微管蚜,茴香,危害
胡萝卜微管蚜,香菜,危害
胡萝卜微管蚜,胡萝卜,危害
胡萝卜微管蚜,白芷,危害
胡萝卜微管蚜,当归,危害
胡萝卜微管蚜,香根芹,危害
胡萝卜微管蚜,水芹,危害
赤条蝽,芹菜,危害
莴笋霜霉病,莴笋,危害
莴笋灰霉病,莴笋,危害
莴笋菌核病,莴笋,危害
莴笋叶焦病,莴笋,危害
莴笋病毒病,莴笋,危害
莴笋褐斑病,莴笋,危害
莴笋软腐病,莴笋,危害
莴笋黑斑病,莴苣,危害
莴笋锈病,莴苣,危害
莴笋腐败病,莴笋,危害
莴笋叶缘坏死病,莴笋,危害
莴笋褐腐病,莴笋,危害
莴苣冬夜蛾,莴苣,危害
甘蓝夜蛾,十字花科蔬菜,危害
甘蓝夜蛾,茄果类,危害
甘蓝夜蛾,蔬菜,危害
甘蓝夜蛾,番茄,危害
甘蓝夜蛾,马铃薯,危害
肾毒蛾,莴笋,危害
大造桥虫,莴笋,危害
美洲斑潜蝇,莴笋,危害
温室白粉虱,莴笋,危害
灰地种蝇,莴笋,危害
莴笋指管蚜,莴笋,危害
莴笋指管蚜,苦菜,危害
莴笋指管蚜,苦荬菜,危害
蛴螬,荔浦芋,危害
灰巴蜗牛,莴笋,危害
野蛞蝓,莴笋,危害
生菜霜霉病,生菜,危害
生菜褐斑病,生菜,危害
生菜灰霉病,生菜,危害
生菜菌核病,生菜,危害
生菜软腐病,生菜,危害
生菜病毒病,生菜,危害
生菜褐腐病,生菜,危害
苋菜白锈病,苋菜,危害
苋菜褐斑病,苋菜,危害
苋菜炭疽病,苋菜,危害
苋菜病毒病,苋菜,危害
苋菜斑点病,苋菜,危害
苋菜灰霉病,苋菜,危害
温室白粉虱,苋菜,危害
落葵紫斑病,落葵,危害
落葵茎腐病,落葵,危害
落葵炭疽病,落葵,危害
落葵黑斑病,落葵,危害
落葵灰霉病,落葵,危害
落葵苗腐病,落葵,危害
落葵蛇眼病,落葵,危害
落葵花叶病,落葵,危害
落葵根结线虫病,落葵,危害
蕹菜白锈病,蕹菜,危害
蕹菜褐斑病,蕹菜,危害
蕹菜灰霉病,蕹菜,危害
西葫芦细菌性叶枯病,西葫芦,危害
西葫芦根霉果腐病,西葫芦,危害
西葫芦叶枯病,西葫芦,危害
西葫芦叶点病,西葫芦,危害
西葫芦霜霉病,西葫芦,危害
西葫芦银叶病,西葫芦,危害
豌豆锈病,豌豆,危害
豌豆灰霉病,豌豆,危害
豌豆根腐病,豌豆,危害
豌豆病毒病,豌豆,危害
豌豆黑斑病,豌豆,危害
豌豆芽枯病,豌豆,危害
葡萄轮斑病,葡萄,危害
葡萄轮纹病,葡萄,危害
葡萄蔓割病,葡萄,危害
葡萄叶斑病,葡萄,危害
葡萄小褐斑病,葡萄,危害
角斑古毒蛾,果,危害
角斑古毒蛾,杏,危害
橘灰象甲,柑橘,危害
橘灰象甲,龙眼,危害
橘灰象甲,荔枝,危害
橘灰象甲,茉莉,危害
橘灰象甲,野芝麻,危害
黑额光叶甲,玉米,危害
黑额光叶甲,算盘子,危害
黑额光叶甲,白茅属,危害
黑额光叶甲,蒿属,危害
茶翅蝽,梨,危害
茶翅蝽,李,危害
茶翅蝽,楂,危害
栗疫病,板栗,危害
荔枝拟木蠹蛾,翅目,危害
荔枝拟木蠹蛾,木蠹,危害
龙眼根腐病,龙眼,危害
龙眼根腐病,荔枝,危害
龙眼根腐病,枇杷,危害
八点灰灯蛾,白菜,危害
八点灰灯蛾,油菜,危害
八点灰灯蛾,菜心,危害
八点灰灯蛾,甘蓝,危害
八点灰灯蛾,十字花科,危害
八点灰灯蛾,蔬菜,危害
八点灰灯蛾,玉米,危害
八点灰灯蛾,大豆,危害
八点灰灯蛾,柑橘,危害
银纹夜蛾,十字花科蔬菜,危害
大菜粉蝶,白菜油菜,危害
大菜粉蝶,甘蓝,危害
大菜粉蝶,花椰菜,危害
大菜粉蝶,十字花科蔬菜,危害
菜叶蜂,白菜,危害
菜叶蜂,芫菁,危害
菜叶蜂,油菜,危害
菜叶蜂,甘蓝,危害
菜叶蜂,萝卜,危害
菜叶蜂,芥菜,危害
菜叶蜂,十字花科,危害
短额负蝗,白菜,危害
短额负蝗,甘蓝,危害
短额负蝗,萝卜,危害
短额负蝗,豆类,危害
短额负蝗,茄子,危害
短额负蝗,马铃薯,危害
短额负蝗,农作物,危害
菜潜蝇,菜心,危害
菜潜蝇,小白菜,危害
菜潜蝇,芥兰,危害
菜潜蝇,芥菜,危害
菜潜蝇,椰菜,危害
菜潜蝇,十字花科蔬菜,危害
菜潜蝇,豌豆,危害
菜潜蝇,番茄,危害
黄曲条跳甲,十字花科,危害
黄曲条跳甲,豆类蔬菜,危害
黄狭条跳甲,十字花科蔬菜,危害
黄宽条跳甲,白菜,危害
黄宽条跳甲,油菜,危害
黄宽条跳甲,大麦,危害
黄宽条跳甲,大麻,危害
黄宽条跳甲,甜菜,危害
油菜蚤跳甲,十字花科,危害
小猿叶甲,白菜,危害
小猿叶甲,萝卜,危害
小猿叶甲,芥菜,危害
小猿叶甲,花椰菜,危害
小猿叶甲,莴苣,危害
小猿叶甲,胡萝卜,危害
小猿叶甲,洋葱,危害
大猿叶甲,十字花科蔬菜,危害
大猿叶甲,白菜,危害
大猿叶甲,油菜,危害
菜蝽,白菜,危害
菜蝽,甘蓝,危害
菜蝽,花椰菜,危害
菜蝽,萝卜,危害
菜蝽,油菜,危害
菜蝽,芥菜,危害
菜蝽,十字花科,危害
横纹菜蝽,白菜,危害
横纹菜蝽,十字花科蔬菜,危害
甘蓝黄叶病,甘蓝,危害
甜菜根结线虫病,甜菜,危害
甜菜白带野螟,苋菜,危害
甜菜白带野螟,黄瓜,危害
甜菜白带野螟,玉米,危害
甜菜白带野螟,甘薯,危害
甜菜白带野螟,甘蔗,危害
甜菜白带野螟,甜菜,危害
甜菜白带野螟,大豆,危害
甜菜白带野螟,向日葵,危害
甜菜象甲,甜菜,危害
甜菜象甲,大豆,危害
甜菜象甲,亚麻,危害
甜菜象甲,大麻,危害
甜菜象甲,苜蓿,危害
甜菜象甲,菠菜,危害
甜菜象甲,白菜,危害
甜菜象甲,甘蓝,危害
甜菜象甲,瓜类,危害
甜菜跳甲,甜菜,危害
甜菜跳甲,芥麦,危害
甜菜跳甲,大黄,危害
甜菜跳甲,酸模,危害
