entity,crop,relation
甜菜大龟甲,甜菜,危害
甜菜潜叶蝇,甜菜,危害
甜菜潜叶蝇,菠菜,危害
甜菜白带野螟,棠鸡,危害
甜菜白带野螟,花,危害
甜菜白带野螟,鹃天,危害
甜菜白带野螟,葵红,危害
黄草地螟,甜菜,危害
黄草地螟,大豆,危害
黄草地螟,苜蓿,危害
黄草地螟,小蓟,危害
黄草地螟,紫苜蓿,危害
茶芽枯病,茶树,危害
茶圆赤星病,茶树,危害
茶煤病,茶树,危害
茶轮斑病,茶树,危害
茶炭疽病,茶树,危害
茶根癌病,茶树,危害
茶根癌病,苹果,危害
茶根癌病,葡萄,危害
茶根癌病,柑橘,危害
茶尺蠖,油茶,危害
茶尺蠖,大豆,危害
茶尺蠖,豇豆,危害
茶尺蠖,芝麻,危害
茶尺蠖,向日葵,危害
茶尺蠖,绣球花,危害
茶尺蠖,山茶,危害
茶尺蠖,忍冬,危害
茶尺蠖,山核桃,危害
茶尺蠖,杨栌,危害
茶尺蠖,钓樟,危害
茶尺蠖,石榴,危害
茶尺蠖,辣蓼,危害
茶毛虫,油茶,危害
茶毛虫,油桐,危害
茶毛虫,乌桕,危害
茶毛虫,柑橘,危害
茶毛虫,樱桃,危害
茶毛虫,枇杷,危害
茶毛虫,玉米,危害
茶长卷叶蛾,茶树,危害
茶长卷叶蛾,乌桕,危害
茶长卷叶蛾,苹果,危害
茶小卷叶蛾,茶树,危害
茶小卷叶蛾,山茶,危害
茶蓑蛾,莲藕,危害
茶褐蓑蛾,油茶,危害
茶褐蓑蛾,樟树,危害
茶褐蓑蛾,扁柏,危害
茶褐蓑蛾,刺槐,危害
大蓑蛾,苹果,危害
大蓑蛾,葡萄,危害
大蓑蛾,板栗,危害
大蓑蛾,核桃,危害
大蓑蛾,枇杷,危害
大蓑蛾,柑橘,危害
大蓑蛾,龙眼,危害
大蓑蛾,泡桐,危害
大蓑蛾,梧桐,危害
大蓑蛾,刺槐,危害
大蓑蛾,白杨,危害
大蓑蛾,桂花,危害
茶小蓑蛾,茶树,危害
茶小蓑蛾,害山,危害
褐刺蛾,柑橘,危害
褐刺蛾,枫杨,危害
褐刺蛾,乌桕,危害
丽绿刺蛾,油茶,危害
丽绿刺蛾,苹果,危害
丽绿刺蛾,芒果,危害
丽绿刺蛾,核桃,危害
丽绿刺蛾,咖啡,危害
丽绿刺蛾,石榴,危害
丽绿刺蛾,木棉,危害
奕刺蛾,油茶,危害
奕刺蛾,柑橘,危害
奕刺蛾,咖啡,危害
茶黑毒蛾,油茶,危害
台湾黄毒蛾,玉米,危害
台湾黄毒蛾,番茄,危害
台湾黄毒蛾,番石榴,危害
茶斑蛾,油茶,危害
茶斑蛾,山茶,危害
茶斑蛾,重阳木,危害
茶斑蛾,青红榆,危害
云尺蠖,茶树,危害
云尺蠖,油茶,危害
云尺蠖,油桐,危害
云尺蠖,刺槐,危害
云尺蠖,杨梅,危害
云尺蠖,大豆,危害
云尺蠖,玉米,危害
茶白毒蛾,茶树,危害
茶白毒蛾,油茶,危害
茶白毒蛾,柞树,危害
茶蚕,油茶,危害
茶蚕,厚皮香,危害
假眼小绿叶蝉,茶树,危害
假眼小绿叶蝉,花生,危害
假眼小绿叶蝉,大豆,危害
假眼小绿叶蝉,十字花科,危害
假眼小绿叶蝉,蔬菜,危害
假眼小绿叶蝉,果树,危害
假眼小绿叶蝉,药用植物,危害
棉叶蝉,棉花,危害
棉叶蝉,茄子,危害
棉叶蝉,番茄,危害
棉叶蝉,马铃薯,危害
棉叶蝉,豆类,危害
棉叶蝉,烟草,危害
棉叶蝉,葡萄,危害
棉叶蝉,柑橘,危害
棉叶蝉,杂草,危害
碧蛾蜡蝉,油茶,危害
碧蛾蜡蝉,乌桕,危害
碧蛾蜡蝉,柑橘,危害
碧蛾蜡蝉,龙眼,危害
碧蛾蜡蝉,板栗,危害
八点广翅蜡蝉,油茶,危害
八点广翅蜡蝉,黄麻,危害
八点广翅蜡蝉,大豆,危害
八点广翅蜡蝉,咖啡,危害
八点广翅蜡蝉,可可,危害
八点广翅蜡蝉,洋槐,危害
茶网蝽,茶树,危害
茶网蝽,油茶,危害
绿盲蝽,茶,危害
绿盲蝽,蓿,危害
绿盲蝽,类,危害
绿盲蝽,菜胡,危害
绿盲蝽,卜马,危害
绿盲蝽,薯,危害
绿盲蝽,桃,危害
绿盲蝽,榴,危害
绿盲蝽,萄,危害
茶角盲蝽,可可,危害
茶角盲蝽,芒果,危害
茶角盲蝽,番石榴,危害
油茶宽盾蝽,油茶,危害
茶二叉蚜,柑橘,危害
茶二叉蚜,咖啡,危害
茶二叉蚜,可可,危害
桔黄粉虱,茶树,危害
桔黄粉虱,柑桔,危害
桔黄粉虱,通草,危害
桔黄粉虱,常春藤,危害
黑刺粉虱,橘,危害
椰圆蚧,山茶,危害
椰圆蚧,椰子,危害
椰圆蚧,柑桔,危害
椰圆蚧,香蕉,危害
椰圆蚧,芒果,危害
椰圆蚧,荔枝,危害
椰圆蚧,木瓜,危害
椰圆蚧,葡萄,危害
茶梨蚧,茶树,危害
茶梨蚧,桑枝,危害
茶梨蚧,柑橘,危害
茶牡蛎蚧,油茶,危害
茶牡蛎蚧,乌柏,危害
蛇眼蚧,茶树,危害
蛇眼蚧,油茶,危害
蛇眼蚧,樟树,危害
蛇眼蚧,柑橘,危害
蛇眼蚧,苹果,危害
蛇眼蚧,杨梅,危害
青蛾蜡蝉,油茶,危害
青蛾蜡蝉,柑橘,危害
青蛾蜡蝉,葡萄,危害
茶枝镰蛾,油茶,危害
茶枝镰蛾,山茶,危害
茶材小蠹,蓖麻,危害
茶材小蠹,荔枝,危害
茶材小蠹,洋槐,危害
茶材小蠹,可可,危害
茶材小蠹,铁刀木,危害
茶材小蠹,茶树,危害
茶天牛,茶树,危害
茶天牛,油茶,危害
茶天牛,橡树,危害
茶红颈天牛,油茶,危害
绿鳞象甲,油茶,危害
绿鳞象甲,柑橘,危害
绿鳞象甲,棉花,危害
绿鳞象甲,甘蔗,危害
绿鳞象甲,桑树,危害
绿鳞象甲,大豆,危害
绿鳞象甲,花生,危害
绿鳞象甲,玉米,危害
茶丽纹象甲,油茶,危害
茶丽纹象甲,苎麻,危害
茶丽纹象甲,柑橘,危害
茶丽纹象甲,苹果,危害
茶丽纹象甲,刺槐,危害
大灰象甲,棉花,危害
大灰象甲,烟草,危害
大灰象甲,玉米,危害
大灰象甲,花生,危害
大灰象甲,马铃薯,危害
大灰象甲,辣椒,危害
大灰象甲,甜菜,危害
大灰象甲,瓜类,危害
大灰象甲,豆类,危害
大灰象甲,麻类,危害
大灰象甲,紫穗槐,危害
大灰象甲,洋槐,危害
大灰象甲,加拿大杨,危害
茶橙瘿螨,茶树,危害
茶橙瘿螨,油茶,危害
茶橙瘿螨,檀树,危害
茶橙瘿螨,漆树,危害
茶橙瘿螨,春蓼,危害
茶橙瘿螨,苦荬菜,危害
茶橙瘿螨,星宿菜,危害
茶叶瘿螨,茶树,危害
茶叶瘿螨,山茶,危害
侧多食附线螨,柑橘,危害
侧多食附线螨,咖啡,危害
侧多食附线螨,葡萄,危害
茶红螨,山茶,危害
茶红螨,咖啡,危害
茶红螨,棉花,危害
茶红螨,柑橘,危害
茶红螨,合欢,危害
茶红螨,毛栗,危害
茶红螨,橡胶,危害
神泽氏叶螨,茶树,危害
神泽氏叶螨,桑树,危害
神泽氏叶螨,棉花,危害
茶短须螨,山楂,危害
茶短须螨,沙梨,危害
茶短须螨,檀树,危害
茶短须螨,杜鹃,危害
茶棍蓟马,山茶,危害
咖啡小爪螨,山茶,危害
咖啡小爪螨,咖啡,危害
咖啡小爪螨,棉花,危害
咖啡小爪螨,柑桔,危害
咖啡小爪螨,合欢,危害
咖啡小爪螨,毛栗,危害
咖啡小爪螨,橡胶,危害
烟草炭疽病,烟草,危害
烟草炭疽病,茄子,危害
烟草炭疽病,番茄,危害
烟草炭疽病,辣椒,危害
烟草炭疽病,黄瓜,危害
烟草炭疽病,南瓜,危害
烟草炭疽病,龙葵,危害
烟草炭疽病,红三叶草,危害
烟草猝倒病,烟草,危害
烟草猝倒病,玉米,危害
烟草猝倒病,甘蔗,危害
烟草猝倒病,水稻,危害
烟草猝倒病,大豆,危害
烟草猝倒病,亚麻,危害
烟草猝倒病,甜菜,危害
烟草猝倒病,马铃薯,危害
烟草猝倒病,甘蓝,危害
烟草猝倒病,花椰莱,危害
烟草猝倒病,芹菜,危害
烟草猝倒病,黄瓜,危害
烟草猝倒病,茄子,危害
烟草猝倒病,南瓜,危害
烟草猝倒病,萝卜,危害
烟草猝倒病,葛昔,危害
烟草猝倒病,番茄,危害
烟草猝倒病,芥菜,危害
烟草猝倒病,莽菜,危害
烟草猝倒病,松树,危害
烟草赤星病,烟草,危害
烟草赤星病,番茄,危害
烟草赤星病,曼陀罗,危害
烟草白粉病,烟草,危害
烟草白粉病,芝麻,危害
烟草白粉病,马铃薯,危害
烟草白粉病,葫芦科,危害
烟草白粉病,菊科,危害
烟草根黑腐病,茄科,危害
烟草根黑腐病,豆科,危害
烟草根黑腐病,葫芦科,危害
烟草破烂叶斑病,烟草,危害
烟草破烂叶斑病,棉花,危害
烟草白绢病,烟草,危害
烟草白绢病,番茄,危害
烟草白绢病,茄子,危害
烟草白绢病,马铃薯,危害
烟草白绢病,棉花,危害
烟草白绢病,黄麻,危害
烟草白绢病,芝麻,危害
烟草白绢病,西瓜,危害
烟草白绢病,大豆,危害
烟草菌核病,十字花科,危害
烟草菌核病,菊科,危害
烟草菌核病,豆科,危害
烟草菌核病,茄科,危害
烟草菌核病,伞形花科,危害
烟草菌核病,锦葵科,危害
烟草菌核病,油菜,危害
烟草菌核病,向日葵,危害
烟草菌核病,大豆,危害
烟草菌核病,莴苣,危害
烟草菌核病,甘蓝,危害
烟草菌核病,大白菜,危害
烟草菌核病,菜豆,危害
烟草灰霉病,烟草,危害
烟草灰霉病,瓜类,危害
烟草灰霉病,茄果类,危害
烟草灰霉病,豆类,危害
烟草灰霉病,向日葵,危害
烟草霜霉病,烟草,危害
烟草青枯病,茄科,危害
烟草青枯病,豆科,危害
烟草青枯病,寥科,危害
烟草青枯病,紫草科,危害
烟草青枯病,凤仙花科,危害
烟草青枯病,烟草,危害
烟草青枯病,番茄,危害
烟草青枯病,花生,危害
烟草青枯病,马铃薯,危害
烟草野火病,烟草,危害
烟草野火病,大豆,危害
烟草野火病,莱豆,危害
烟草野火病,豇豆,危害
烟草野火病,马铃薯,危害
烟草野火病,番茄,危害
烟草野火病,茄子,危害
烟草野火病,胡椒,危害
烟草野火病,辣椒,危害
烟草野火病,黄瓜,危害
烟草野火病,白菜,危害
烟草野火病,曼陀罗,危害
烟草空胫病,烟草,危害
烟草空胫病,甘蓝,危害
烟草空胫病,胡萝卜,危害
烟草空胫病,芹菜,危害
烟草空胫病,黄瓜,危害
烟草空胫病,萝卜,危害
烟草空胫病,马铃薯,危害
烟草马铃薯Y病毒病,烟草,危害
烟草马铃薯Y病毒病,茄科,危害
烟草环斑病毒病,烟草,危害
烟草环斑病毒病,大豆,危害
烟草环斑病毒病,葫芦科,危害
烟草环斑病毒病,菊科,危害
烟草普通花叶病毒病,烟草,危害
烟草普通花叶病毒病,茄科,危害
烟草普通花叶病毒病,葫芦科,危害
烟草普通花叶病毒病,十字花科,危害
烟草普通花叶病毒病,菊科,危害
烟草黄瓜花叶病毒病,烟草,危害
烟草黄瓜花叶病毒病,黄瓜,危害
烟草黄瓜花叶病毒病,番茄,危害
烟草黄瓜花叶病毒病,辣椒,危害
烟草黄瓜花叶病毒病,甜瓜,危害
烟草黄瓜花叶病毒病,南瓜,危害
烟草黄瓜花叶病毒病,菠菜,危害
烟草黄瓜花叶病毒病,萝卜,危害
烟草黄瓜花叶病毒病,白菜,危害
烟草黄瓜花叶病毒病,油菜,危害
烟草黄瓜花叶病毒病,莽菜,危害
烟草黄瓜花叶病毒病,香蕉,危害
烟草黄瓜花叶病毒病,玉米,危害
烟草马铃薯X病毒病,茄科,危害
烟草马铃薯X病毒病,苋科,危害
烟草马铃薯X病毒病,黎科,危害
烟草坏死病毒病,烟草,危害
烟草坏死病毒病,黄瓜,危害
烟草曲叶病毒病,烟草,危害
烟草曲叶病毒病,番茄,危害
烟草曲叶病毒病,辣椒,危害
烟草曲叶病毒病,蔓陀罗,危害
烟草曲叶病毒病,番木瓜,危害
烟草曲叶病毒病,忍冬,危害
烟草曲叶病毒病,胜红蓟,危害
烟草立枯病,烟草,危害
烟草立枯病,油菜,危害
烟草立枯病,白菜,危害
烟草立枯病,马铃薯,危害
烟草立枯病,棉花,危害
烟草立枯病,红麻,危害
烟草立枯病,黄麻,危害
烟草立枯病,甜菜,危害
烟草立枯病,大豆,危害
烟草立枯病,花生,危害
烟草立枯病,茄子,危害
烟草黑胫病,烟草,危害
烟草黑胫病,蓖麻,危害
烟草黑胫病,番茄,危害
烟草黑胫病,茄子,危害
烟草黑胫病,马铃薯,危害
烟草黑胫病,辣椒,危害
烟草黑胫病,蚕豆,危害
烟草番茄斑萎病毒病,烟草,危害
烟草番茄斑萎病毒病,番茄,危害
烟草丛枝病,烟草,危害
烟草胞囊线虫病,烟草,危害
烟草胞囊线虫病,马铃薯,危害
烟草胞囊线虫病,茄子,危害
烟粉虱,番茄,危害
斑须蝽,泡桐,危害
烟实夜蛾,烟草,危害
烟实夜蛾,辣椒,危害
烟实夜蛾,番茄,危害
烟实夜蛾,南瓜,危害
烟实夜蛾,茄科,危害
烟实夜蛾,葫芦科,危害
烟实夜蛾,棉花,危害
烟实夜蛾,玉米,危害
烟实夜蛾,高粱,危害
烟实夜蛾,大豆,危害
烟实夜蛾,豌豆,危害
烟实夜蛾,扁豆,危害
烟草潜叶蛾,马铃薯,危害
烟草潜叶蛾,烟草,危害
烟草潜叶蛾,番茄,危害
烟草潜叶蛾,茄子,危害
烟草潜叶蛾,曼陀罗,危害
烟草潜叶蛾,枸杞,危害
烟草潜叶蛾,龙葵,危害
烟草潜叶蛾,酸浆,危害
烟草潜叶蛾,颠茄,危害
烟草潜叶蛾,茛菪,危害
烟草蛀茎蛾,烟草,危害
棉铃虫,烟草,危害
棉铃虫,大豆,危害
棉铃虫,花生,危害
棉铃虫,棉花,危害
棉铃虫,水稻,危害
棉铃虫,小麦,危害
斜纹夜蛾,烟草,危害
银纹夜蛾,烟草,危害
银纹夜蛾,油菜,危害
甜菜夜蛾,烟草,危害
甜菜夜蛾,谷类,危害
甜菜夜蛾,豆类,危害
甜菜夜蛾,芝麻,危害
甜菜夜蛾,花生,危害
甜菜夜蛾,玉米,危害
甜菜夜蛾,高粱,危害
甜菜夜蛾,棉花,危害
甜菜夜蛾,甜菜,危害
甜菜夜蛾,茶树,危害
甜菜夜蛾,牧草,危害
甜菜夜蛾,苜蓿,危害
红棕灰夜蛾,烟草,危害
棉小造桥虫,烟草,危害
棉小造桥虫,棉花,危害
棉小造桥虫,黄麻,危害
棉小造桥虫,苘麻,危害
棉小造桥虫,红麻,危害
大造桥虫,烟草,危害
草地螟,麻,危害
草地螟,萝卜,危害
草地螟,葱,危害
棉褐带卷蛾,烟草,危害
棉褐带卷蛾,棉花,危害
棉褐带卷蛾,豆类,危害
棉褐带卷蛾,花生,危害
棉褐带卷蛾,芝麻,危害
棉褐带卷蛾,向日葵,危害
棉褐带卷蛾,小麦,危害
棉褐带卷蛾,甜瓜,危害
棉褐带卷蛾,草莓,危害
棉褐带卷蛾,黑莓,危害
棉褐带卷蛾,苜蓿,危害
棉褐带卷蛾,悬钩子,危害
人纹污灯蛾,茶树,危害
人纹污灯蛾,烟草,危害
人纹污灯蛾,桑树,危害
人纹污灯蛾,豆类,危害
人纹污灯蛾,十字花科,危害
人纹污灯蛾,蔬菜,危害
人纹污灯蛾,瓜类,危害
人纹污灯蛾,马铃薯,危害
人纹污灯蛾,木槿,危害
人纹污灯蛾,黑荆,危害
旋花天蛾,烟草,危害
旋花天蛾,甘薯,危害
旋花天蛾,蕹菜,危害
旋花天蛾,牵牛花,危害
旋花天蛾,月光花,危害
旋花天蛾,芋艿,危害
旋花天蛾,葡萄,危害
旋花天蛾,楸树,危害
旋花天蛾,扁豆,危害
旋花天蛾,赤小豆,危害
芝麻天蛾,烟草,危害
芝麻天蛾,芝麻,危害
芝麻天蛾,马铃薯,危害
芝麻天蛾,茄子,危害
芝麻天蛾,马鞭草科,危害
芝麻天蛾,豆科,危害
茄二十八星瓢虫,烟草,危害
烟青虫,棉花,危害
烟青虫,辣椒,危害
烟青虫,曼陀罗,危害
烟青虫,大豆,危害
烟田大灰象,烟草,危害
烟田大灰象,棉花,危害
烟田大灰象,玉米,危害
烟田大灰象,花生,危害
烟田大灰象,马铃薯,危害
烟田大灰象,辣椒,危害
烟田大灰象,甜菜,危害
烟田大灰象,瓜类,危害
烟田大灰象,豆类,危害
烟田大灰象,麻类,危害
烟田大灰象,紫穗槐,危害
烟田大灰象,洋槐,危害
烟田大灰象,加拿大杨,危害
棉蝗,豆科,危害
棉蝗,禾本科,危害
棉蝗,旋花科,危害
黑绒金龟,烟草,危害
黑绒金龟,苎麻,危害
红缘灯蛾,烟草,危害
红缘灯蛾,谷子,危害
红缘灯蛾,高粱,危害
红缘灯蛾,马铃薯,危害
红缘灯蛾,甘薯,危害
红缘灯蛾,棉花,危害
红缘灯蛾,大豆,危害
中华稻蝗,水稻,危害
中华稻蝗,玉米,危害
中华稻蝗,高梁,危害
中华稻蝗,棉花,危害
中华稻蝗,豆类,危害
中华稻蝗,芦苇,危害
花生紫纹羽病,花生,危害
花生紫纹羽病,大豆,危害
花生紫纹羽病,芝麻,危害
花生紫纹羽病,豇豆,危害
花生紫纹羽病,甘薯,危害
花生紫纹羽病,棉花,危害
花生紫纹羽病,苹果,危害
花生紫纹羽病,樱桃,危害
花生蚜,蚕豆,危害
花生蚜,豌豆,危害
花生蚜,绿豆,危害
花生蚜,苜蓿,危害
花生蚜,甘草,危害
花生蚜,苕子,危害
花生蚜,槐树,危害
稀点雪灯蛾,蔬菜,危害
稀点雪灯蛾,酸模,危害
花生蚀叶野螟,花生,危害
花生蚀叶野螟,大豆,危害
花生蚀叶野螟,豇豆,危害
花生蚀叶野螟,菜豆,危害
花生蚀叶野螟,烟草,危害
双斑萤叶甲,甘蔗,危害
双斑萤叶甲,芝麻,危害
双斑萤叶甲,蓖麻,危害
双斑萤叶甲,向日葵,危害
双斑萤叶甲,麻类,危害
双斑萤叶甲,甘薯,危害
双斑萤叶甲,茼蒿,危害
双斑萤叶甲,苹果,危害
双斑萤叶甲,苍耳,危害
双斑萤叶甲,红蓼,危害
双斑萤叶甲,薄荷,危害
双斑萤叶甲,灰菜,危害
双斑萤叶甲,小蓟,危害
双斑萤叶甲,马齿苋,危害
双斑萤叶甲,苋菜,危害
双斑萤叶甲,马塘草,危害
双斑萤叶甲,狗尾草,危害
短额负蝗,大豆,危害
短额负蝗,花生,危害
短额负蝗,芝麻,危害
短额负蝗,水稻,危害
短额负蝗,麦类,危害
短额负蝗,烟草,危害
短额负蝗,蔬菜,危害
油葫芦,花生,危害
油葫芦,大豆,危害
油葫芦,芝麻,危害
油菜菌核病,油菜,危害
油菜白锈病,油菜,危害
油菜细菌性黑斑病,油菜,危害
油菜细菌性黑斑病,芥菜,危害
油菜细菌性黑斑病,甘蓝,危害
油菜细菌性黑斑病,萝卜,危害
油菜细菌性黑斑病,花椰菜,危害
油菜病毒病,油菜,危害
油菜萎缩不实病,油菜,危害
油菜蚤跳甲,油菜,危害
东方菜粉蝶,油菜,危害
东方菜粉蝶,甘蓝,危害
东方菜粉蝶,花椰菜,危害
东方菜粉蝶,芥蓝,危害
东方菜粉蝶,菜心,危害
东方菜粉蝶,白菜,危害
东方菜粉蝶,萝卜,危害
云斑粉蝶,油菜,危害
云斑粉蝶,甘蓝,危害
云斑粉蝶,花椰菜,危害
云斑粉蝶,白菜,危害
云斑粉蝶,蔬菜,危害
大菜粉蝶,油菜,危害
大菜粉蝶,白菜,危害
黑纹粉蝶,油菜,危害
黑纹粉蝶,白菜,危害
黑纹粉蝶,甘蓝,危害
黑纹粉蝶,黄芽白,危害
黑纹粉蝶,芥菜,危害
黑纹粉蝶,萝卜,危害
甘蓝夜蛾,油菜,危害
甘蓝夜蛾,茄果,危害
横纹菜蝽,油菜,危害
萝卜地种蝇,油菜,危害
萝卜地种蝇,白菜,危害
萝卜地种蝇,萝卜,危害
黑缝油菜叶甲,油菜,危害
黑缝油菜叶甲,芥菜,危害
黑缝油菜叶甲,青菜,危害
黑缝油菜叶甲,甘蓝,危害
黑缝油菜叶甲,萝卜,危害
甘蓝蚜,油菜,危害
甘蓝蚜,白菜,危害
芝麻枯萎病,芝麻,危害
芝麻轮纹病,芝麻,危害
芝麻荚野螟,芝麻,危害
三点盲蝽,芝麻,危害
三点盲蝽,大豆,危害
三点盲蝽,玉米,危害
三点盲蝽,高粱,危害
三点盲蝽,小麦,危害
三点盲蝽,苜蓿,危害
三点盲蝽,马铃薯,危害
三点盲蝽,番茄,危害
向日葵锈病,向日葵,危害
蓖麻疫病,蓖麻,危害
蓖麻四星尺蛾,苹果,危害
蓖麻四星尺蛾,柑桔,危害
蓖麻四星尺蛾,海棠,危害
蓖麻四星尺蛾,鼠李,危害
甘蔗赤腐病,甘蔗,危害
甘蔗凤梨病,甘蔗,危害
甘蔗凤梨病,菠萝,危害
甘蔗凤梨病,香蕉,危害
甘蔗凤梨病,木瓜,危害
甘蔗凤梨病,可可,危害
甘蔗凤梨病,油棕,危害
甘蔗凤梨病,椰子,危害
甘蔗黄斑病,甘蔗,危害
甘蔗轮斑病,甘蔗,危害
甘蔗霜霉病,甘蔗,危害
甘蔗褐条病,甘蔗,危害
甘蔗叶萎病,甘蔗,危害
粟灰螟,玉米,危害
粟灰螟,高粱,危害
粟灰螟,甘蔗,危害
粟灰螟,狗尾草,危害
甘蔗蓟马,甘蔗,危害
甘蔗蓟马,墨兰,危害
高粱蚜,高粱,危害
高粱蚜,甘蔗,危害
甘蔗长蝽,甘蔗,危害
甘蔗长蝽,芦苇,危害
甘蔗扁角飞虱,甘蔗,危害
甘蔗扁角飞虱,玉米,危害
突背蔗龟,甘蔗,危害
突背蔗龟,玉米,危害
突背蔗龟,高粱,危害
突背蔗龟,旱稻,危害
黑翅土白蚁,甘蔗,危害
黑翅土白蚁,花生,危害
黑翅土白蚁,芋头,危害
黑翅土白蚁,果树,危害
黑翅土白蚁,橡胶树,危害
黑翅土白蚁,桉树,危害
甘蔗二点螟,玉米,危害
甘蔗二点螟,高粱,危害
甘蔗二点螟,狗尾草,危害
大螟,水稻,危害
大螟,麦类,危害
大螟,高粱,危害
大螟,玉米,危害
大螟,甘蔗,危害
大螟,谷子,危害
大螟,茭白,危害
大螟,蚕豆,危害
大螟,油菜,危害
大螟,向日葵,危害
大螟,李氏禾,危害
食根缘齿天牛,椰,危害
食根缘齿天牛,柑,危害
食根缘齿天牛,厚皮,危害
甘蔗绵蚜,甘蔗,危害
甘蔗绵蚜,茭白,危害
甘蔗绵蚜,柑桔,危害
甘蔗绵蚜,芦苇,危害
甘蔗绵蚜,大芒谷草,危害
甘蔗红粉蚧,甘蔗,危害
甘蔗红粉蚧,芒草,危害
甘蔗灰粉蚧,甘蔗,危害
甘蔗灰粉蚧,芒草,危害
棉花红(黄)叶枯病,棉花,危害
棉红铃虫,棉花,危害
棉红铃虫,锦葵,危害
棉红铃虫,洋麻,危害
棉红铃虫,黄麻,危害
棉红铃虫,亚麻,危害
棉红铃虫,蜀葵,危害
棉红铃虫,洋绿豆,危害
棉双斜卷蛾,棉花,危害
棉双斜卷蛾,大豆,危害
棉双斜卷蛾,苜蓿,危害
棉双斜卷蛾,洋麻,危害
棉双斜卷蛾,大麻,危害
棉双斜卷蛾,草莓,危害
棉双斜卷蛾,韭花,危害
赤须盲蝽,小麦,危害
赤须盲蝽,玉米,危害
赤须盲蝽,谷子,危害
赤须盲蝽,棉花,危害
赤须盲蝽,甜菜,危害
赤须盲蝽,为害,危害
赤须盲蝽,麦,危害
棉大卷叶螟,棉花,危害
棉大卷叶螟,苘麻,危害
棉大卷叶螟,蜀葵,危害
棉大卷叶螟,木槿,危害
棉大卷叶螟,苋菜,危害
棉大卷叶螟,黄蜀葵,危害
棉大卷叶螟,秋葵,危害
棉大卷叶螟,锦葵,危害
棉大卷叶螟,冬葵,危害
棉大卷叶螟,木棉,危害
棉大卷叶螟,木芙蓉,危害
棉大卷叶螟,扶桑,危害
棉大卷叶螟,栀子花,危害
棉大卷叶螟,女贞,危害
棉大卷叶螟,海棠,危害
棉大卷叶螟,泡桐,危害
棉大卷叶螟,紫椴,危害
棉大卷叶螟,二球悬铃木,危害
棉大卷叶螟,梧桐,危害
焦条丽夜蛾,棉花,危害
焦条丽夜蛾,锦葵,危害
焦条丽夜蛾,花葵,危害
焦条丽夜蛾,苘麻,危害
焦条丽夜蛾,向日葵,危害
焦条丽夜蛾,芙蓉,危害
粉纹夜蛾,棉花,危害
粉纹夜蛾,白菜,危害
粉纹夜蛾,芥蓝,危害
粉纹夜蛾,青花菜,危害
粉纹夜蛾,甘蓝,危害
粉纹夜蛾,十字花科,危害
粉纹夜蛾,蔬菜,危害
粉纹夜蛾,莴苣,危害
粉纹夜蛾,甜菜,危害
粉纹夜蛾,豌豆,危害
粉纹夜蛾,芹菜,危害
粉纹夜蛾,香菜,危害
粉纹夜蛾,番茄,危害
粉纹夜蛾,马铃薯,危害
粉纹夜蛾,香石竹,危害
鼎点金刚钻,棉花,危害
鼎点金刚钻,苘麻,危害
鼎点金刚钻,红麻,危害
鼎点金刚钻,冬寒菜,危害
鼎点金刚钻,向日葵,危害
鼎点金刚钻,木槿,危害
鼎点金刚钻,蜀葵,危害
鼎点金刚钻,锦葵,危害
